id,numero_orden,proveedor_id,fecha_orden,estado,cedi_id,franja_id,total,fecha_entrega,fecha_confirmacion,idempotency_key
988,OC-000000000988,9,2024-01-29 10:39:07,ENTREGADA,9,955,3577937.78,2024-02-07,2024-01-30 09:39:07,IDEMP-000000000988
989,OC-000000000989,1,2025-08-23 08:11:10,ENTREGADA,1,367,4790540.49,2025-08-27,2025-08-24 05:11:10,IDEMP-000000000989
990,OC-000000000990,1,2024-04-13 09:06:06,ENTREGADA,7,511,3019615.87,2024-04-20,2024-04-14 09:06:06,IDEMP-000000000990
991,OC-000000000991,3,2025-03-21 01:55:57,ENTREGADA,6,449,3291905.05,2025-03-29,2025-03-21 09:55:57,IDEMP-000000000991
992,OC-000000000992,3,2025-05-29 08:54:57,ENTREGADA,7,876,3512384.42,2025-06-08,2025-05-29 12:54:57,IDEMP-000000000992
993,OC-000000000993,1,2024-03-22 10:38:00,CANCELADA,1,867,1382071.74,2024-03-24,,IDEMP-000000000993
994,OC-000000000994,2,2025-02-17 09:48:14,ENTREGADA,3,934,2188032.2,2025-02-24,2025-02-17 18:48:14,IDEMP-000000000994
995,OC-000000000995,6,2025-02-21 12:29:57,ENTREGADA,9,858,3750034.09,2025-02-25,2025-02-21 19:29:57,IDEMP-000000000995
996,OC-000000000996,1,2025-08-23 08:06:20,ENTREGADA,7,208,1898748.14,2025-09-02,2025-08-23 10:06:20,IDEMP-000000000996
997,OC-000000000997,68,2025-02-14 18:25:28,ENTREGADA,4,427,1331910.05,2025-02-17,2025-02-15 02:25:28,IDEMP-000000000997
998,OC-000000000998,11,2025-04-19 08:30:20,PENDIENTE,6,735,4059996.79,2025-04-20,,IDEMP-000000000998
999,OC-000000000999,2,2024-04-01 10:12:45,ENTREGADA,4,953,3799935.66,2024-04-04,2024-04-01 14:12:45,IDEMP-000000000999
1000,OC-000000001000,7,2025-09-19 10:06:11,CONFIRMADA,2,998,4155257.42,2025-09-20,,IDEMP-000000001000
